new_name;page;qid;id;layout;filter;group;question_dutch;subquestion_dutch;categories_dutch;question_english;subquestion_english;categories_english;ordered;type;nice_name_english
;35.4;q27header_unempl;q27d_ex;grid;EmploymentStatus;Expectations August among Unemployed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik werk dan niet en ben dan ook niet op zoek naar een nieuwe baan;;In your opinion, what are the chances of the following situations occurring in August? You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I'm not working then and I'm not looking for a new job;;;int;
;35.5;q27header_unempl;q27e_ex;grid;EmploymentStatus;Expectations August among Unemployed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Iets anders gebeurt;;In your opinion, what are the chances of the following situations occurring in August? You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;Something else happens;;;int;
;35.6;q27header_unempl;q27_totaal_e q27_totaal_ex Totaal x Totaal;grid;EmploymentStatus;Expectations August among Unemployed;Total (kansen van bovenstaande situaties moeten optellen tot 100);;;In your opinion, what are the chances of the following situations occurring in August? You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;Total;;;int;
;36;pens_gekort;;cat;EmploymentStatus;Expected Pension Cuts;Hoe groot schat u de kans dat de pensioenen volgend jaar gekort worden? Een pensioenfonds moet genoeg vermogen hebben om de uitkeringen van de deelnemers nu en in de toekomst te kunnen betalen. Als de financiële situatie van je pensioenfonds slecht is, kan het zijn dat je pensioen omlaag gaat en wordt je pensioen dus gekort. ;;Nul, Zeer klein ,Klein, Niet klein, niet groot, Groot, Zeer groot, Zeker;How high do you estimate the chance that pensions will be cut next year? A pension fund must have enough assets to be able to pay the benefits of its members now and in the future. If the financial situation of your pension fund is bad, it is possible that your pension will be reduced. ;;Zero, Very small, Small, Not small nor big,  Large, Very large, Certainly;TRUE;Categorical;
;37;korting;;open;EmploymentStatus;Amount Expected Pension Cuts;Hoe groot denkt u dat deze korting ongeveer zal zijn voor u, netto in euro’s per maand?;;;How big do you think this discount will be for you, net in euros per month?;;;;int;
;38.01;es4_uitspraken;es4_st1 ;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;geef ik meer geld aan mijn kinderen en/of kleinkinderen;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I give more money to my children and/or grandchildren;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;38.02;es4_uitspraken;es4_st2;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;spaar ik meer;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I save more;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;38.03;es4_uitspraken;es4_st3 ;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;besteed ik meer tijd aan mantelzorg;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I spend more time on informal care;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;38.04;es4_uitspraken;es4_st4 ;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;besteed ik minder tijd aan mantelzorg;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I spend less time on informal care;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;38.05;es4_uitspraken;es4_st5 ;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;heb ik een bezoek aan de huisarts uitgesteld;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I have postponed a visit to the family doctor;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;38.06;es4_uitspraken;es4_st6 ;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;heb ik een afspraak in het ziekenhuis uitgesteld;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I postponed an appointment at the hospital;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;38.07;es4_uitspraken;es4_st7 ;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;heb ik het afhalen van medicijnen uitgesteld;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I've postponed picking up medication;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;39.07;es4_uitspraken;es4_st8;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;heb ik minder gebruik gemaakt van fysiotherapie;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I have used less physiotherapy;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;40.07;es4_uitspraken;es4_st9 ;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;beweeg ik minder;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I move less;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;41.07;es4_uitspraken;es4_st10 ;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;eet ik gezonder;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I eat healthier;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;42.07;es4_uitspraken;es4_st11 ;table;-;Activities since March;Kunt u aangeven of u het eens bent met de volgende uitspraken. 1 = beslist niet 5 = beslist wel nvt = niet van toepassing Sinds begin maart (of sinds de start van de coronavirus)…;ben ik eenzamer;1,2,3,4,5,nvt;"Please indicate if you agree with the following statements. 
1 = definitely not 
5 = definitely 
n/a = not applicable ";I'm lonelier;1 = definitely not, 2, 3, 4 , 5 = definitely, Nvt;TRUE;Categorical;
;39.01;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;ik ben helemaal niet buiten geweest;;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";I haven't been outside at all;;;bool;
;39.02;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;ik ben alleen buiten geweest in mijn eigen buitenruimte (tuin, balkon enz.);;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";I've only been outside in my own outdoor space (garden, balcony, etc.);;;bool;
;39.03;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;voor het doen van noodzakelijke boodschappen;;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";for doing necessary shopping;;;bool;
;39.04;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;voor het doen van overige inkopen;;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";for making other purchases;;;bool;
;39.05;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;voor het maken van een ommetje;;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";for taking a detour;;;bool;
;39.06;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;voor sociale contacten (bv. bezoek aan vrienden, kennissen, familie);;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";for social contacts (e.g. visits to friends, acquaintances, family);;;bool;
;39.07;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;voor het verlenen van mantelzorg;;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";for the provision of informal care;;;bool;
;39.08;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;voor het doen van vrijwilligerswerk;;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";for volunteering;;;bool;
;39.09;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;omdat er dringende medische zorg nodig was;;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";because urgent medical care was needed;;;bool;
;39.1;es4_doelen;;multi;-;Reasons for Going Outside;Voor welke doelen bent u in de afgelopen twee weken naar buiten geweest?Meerdere antwoorden mogelijk.;anders, namelijk...;;"For what purposes have you been out in the last two weeks? 
Multiple answers possible.";otherwise, namely...;;;bool;
;40;q28;;open;-;Probability of Period With Low Income;Wat is de kans dat de coronavirus-crisis leidt tot een situatie waarin u geen inkomsten hebt of waarin uw inkomsten lager zijn dan wat u nodig hebt om basisbehoeften en openstaande betalingsverplichtingen te dekken? Onder basisbehoeften en betalingsverplichtingen vallen basisvoedsel, energierekening, verzekeringen, hypotheek en andere leningen, medische kosten, enz.Het gaat hier om de totale inkomsten van uw huishouden. U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel.;;;"What are the chances that the coronavirus crisis will lead to a situation where you have no income or where your income is lower than what you need to cover basic needs and outstanding commitments? 

Basic needs and commitments include basic food, energy bills, insurance, mortgages and other loans, medical expenses, etc.

This is your household's total income. 

You can answer this question on a scale from 0 to 100, where 0 means definitely not and 100 means definitely yes.";;;;int;
;41.1;q29;;multi;-;Economic Coping Strategies;Als de crisis leidt tot een situatie waarin u geen inkomsten hebt of waarin de inkomsten lager zijn dan wat u nodig hebt om basisbehoeften en openstaande betalingsverplichtingen te dekken, hoe gaat u of uw huishouden hier dan mee om. Onder basisbehoeften en betalingsverplichtingen vallen basisvoedsel, energierekening, verzekeringen, hypotheek en andere leningen, medische kosten, enz. Het gaat hier om de totale inkomsten van uw huishouden. Meerdere antwoorden mogelijk Ik zal / wij zullen…;spaargeld moeten gebruiken;;"If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? 

Basic needs and commitments include basic food, energy bills, insurance, mortgages and other loans, medical expenses, etc.

This is your household's total income. 

Multiple answers possible ";have to use savings;;;bool;
;41.2;q29;;multi;-;Economic Coping Strategies;Als de crisis leidt tot een situatie waarin u geen inkomsten hebt of waarin de inkomsten lager zijn dan wat u nodig hebt om basisbehoeften en openstaande betalingsverplichtingen te dekken, hoe gaat u of uw huishouden hier dan mee om. Onder basisbehoeften en betalingsverplichtingen vallen basisvoedsel, energierekening, verzekeringen, hypotheek en andere leningen, medische kosten, enz. Het gaat hier om de totale inkomsten van uw huishouden. Meerdere antwoorden mogelijk Ik zal / wij zullen…;een lening moeten afsluiten / de hypotheek moeten verhogen;;"If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? 

Basic needs and commitments include basic food, energy bills, insurance, mortgages and other loans, medical expenses, etc.

This is your household's total income. 

Multiple answers possible ";have to take out a loan / increase the mortgage;;;bool;
;41.3;q29;;multi;-;Economic Coping Strategies;Als de crisis leidt tot een situatie waarin u geen inkomsten hebt of waarin de inkomsten lager zijn dan wat u nodig hebt om basisbehoeften en openstaande betalingsverplichtingen te dekken, hoe gaat u of uw huishouden hier dan mee om. Onder basisbehoeften en betalingsverplichtingen vallen basisvoedsel, energierekening, verzekeringen, hypotheek en andere leningen, medische kosten, enz. Het gaat hier om de totale inkomsten van uw huishouden. Meerdere antwoorden mogelijk Ik zal / wij zullen…;op familie moeten steunen;;"If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? 

Basic needs and commitments include basic food, energy bills, insurance, mortgages and other loans, medical expenses, etc.

This is your household's total income. 

Multiple answers possible ";rely on family;;;bool;
;41.4;q29;;multi;-;Economic Coping Strategies;Als de crisis leidt tot een situatie waarin u geen inkomsten hebt of waarin de inkomsten lager zijn dan wat u nodig hebt om basisbehoeften en openstaande betalingsverplichtingen te dekken, hoe gaat u of uw huishouden hier dan mee om. Onder basisbehoeften en betalingsverplichtingen vallen basisvoedsel, energierekening, verzekeringen, hypotheek en andere leningen, medische kosten, enz. Het gaat hier om de totale inkomsten van uw huishouden. Meerdere antwoorden mogelijk Ik zal / wij zullen…;een werkloosheidsuitkering / arbeidsongeschiktheidsuitkering moeten aanvragen;;"If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? 

Basic needs and commitments include basic food, energy bills, insurance, mortgages and other loans, medical expenses, etc.

This is your household's total income. 

Multiple answers possible ";apply for unemployment benefit / incapacity benefit;;;bool;
;41.5;q29;;multi;-;Economic Coping Strategies;Als de crisis leidt tot een situatie waarin u geen inkomsten hebt of waarin de inkomsten lager zijn dan wat u nodig hebt om basisbehoeften en openstaande betalingsverplichtingen te dekken, hoe gaat u of uw huishouden hier dan mee om. Onder basisbehoeften en betalingsverplichtingen vallen basisvoedsel, energierekening, verzekeringen, hypotheek en andere leningen, medische kosten, enz. Het gaat hier om de totale inkomsten van uw huishouden. Meerdere antwoorden mogelijk Ik zal / wij zullen…;met (vervroegd) pensioen gaan;;"If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? 

Basic needs and commitments include basic food, energy bills, insurance, mortgages and other loans, medical expenses, etc.

This is your household's total income. 

Multiple answers possible ";retire (early);;;bool;
;41.6;q29;;multi;-;Economic Coping Strategies;Als de crisis leidt tot een situatie waarin u geen inkomsten hebt of waarin de inkomsten lager zijn dan wat u nodig hebt om basisbehoeften en openstaande betalingsverplichtingen te dekken, hoe gaat u of uw huishouden hier dan mee om. Onder basisbehoeften en betalingsverplichtingen vallen basisvoedsel, energierekening, verzekeringen, hypotheek en andere leningen, medische kosten, enz. Het gaat hier om de totale inkomsten van uw huishouden. Meerdere antwoorden mogelijk Ik zal / wij zullen…;moeten steunen op de sociale bijstand;;"If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? 

Basic needs and commitments include basic food, energy bills, insurance, mortgages and other loans, medical expenses, etc.

This is your household's total income. 

Multiple answers possible ";have to rely on social assistance;;;bool;
;41.7;q29;;multi;-;Economic Coping Strategies;Als de crisis leidt tot een situatie waarin u geen inkomsten hebt of waarin de inkomsten lager zijn dan wat u nodig hebt om basisbehoeften en openstaande betalingsverplichtingen te dekken, hoe gaat u of uw huishouden hier dan mee om. Onder basisbehoeften en betalingsverplichtingen vallen basisvoedsel, energierekening, verzekeringen, hypotheek en andere leningen, medische kosten, enz. Het gaat hier om de totale inkomsten van uw huishouden. Meerdere antwoorden mogelijk Ik zal / wij zullen…;anders, namelijk:;;"If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? 

Basic needs and commitments include basic food, energy bills, insurance, mortgages and other loans, medical expenses, etc.

This is your household's total income. 

Multiple answers possible ";otherwise, that is:;;;bool;
;42.1;q31header;q31a;table;-;Concerns;Als u denkt aan de komende vier weken, hoe bezorgd bent u dan over het volgende?;Dat ik me heel erg ga vervelen;Helemaal niet bezorgd, , , , Heel erg bezorgd;If you're thinking about the next four weeks, how worried are you?;That I get very bored;Not worried at all, , , , Very worried;TRUE;Categorical;
;42.2;q31header;q31b;table;-;Concerns;Als u denkt aan de komende vier weken, hoe bezorgd bent u dan over het volgende?;Dat ik besmet word met het coronavirus en heel erg ziek word of dood ga;Helemaal niet bezorgd, , , , Heel erg bezorgd;If you're thinking about the next four weeks, how worried are you?;That I become infected with the coronavirus and become very ill or die;Not worried at all, , , , Very worried;TRUE;Categorical;
;42.3;q31header;q31c;table;-;Concerns;Als u denkt aan de komende vier weken, hoe bezorgd bent u dan over het volgende?;Dat ik besmet word met het coronavirus en anderen besmet;Helemaal niet bezorgd, , , , Heel erg bezorgd;If you're thinking about the next four weeks, how worried are you?;That I get infected with the coronavirus and infect others;Not worried at all, , , , Very worried;TRUE;Categorical;
;42.4;q31header;q31d;table;-;Concerns;Als u denkt aan de komende vier weken, hoe bezorgd bent u dan over het volgende?;Dat dierbaren besmet worden met het coronavirus en heel ziek worden of dood gaan;Helemaal niet bezorgd, , , , Heel erg bezorgd;If you're thinking about the next four weeks, how worried are you?;That loved ones become infected with the coronavirus and become very ill or die;Not worried at all, , , , Very worried;TRUE;Categorical;
;42.5;q31header;q31x;table;-;Concerns;Als u denkt aan de komende vier weken, hoe bezorgd bent u dan over het volgende?;Dat ik dierbaren buiten mijn huishouden niet persoonlijk kan ontmoeten;Helemaal niet bezorgd, , , , Heel erg bezorgd;If you're thinking about the next four weeks, how worried are you?;That I can't meet loved ones outside my household in person;Not worried at all, , , , Very worried;TRUE;Categorical;
;42.6;q31header;q31e;table;-;Concerns;Als u denkt aan de komende vier weken, hoe bezorgd bent u dan over het volgende?;Dat ik mijn baan zal verliezen;Helemaal niet bezorgd, , , , Heel erg bezorgd;If you're thinking about the next four weeks, how worried are you?;That I will lose my job;Not worried at all, , , , Very worried;TRUE;Categorical;
;42.7;q31header;q31f;table;-;Concerns;Als u denkt aan de komende vier weken, hoe bezorgd bent u dan over het volgende?;Dat ik niet in staat ben voldoende eten te kopen;Helemaal niet bezorgd, , , , Heel erg bezorgd;If you're thinking about the next four weeks, how worried are you?;That I am unable to buy enough food;Not worried at all, , , , Very worried;TRUE;Categorical;
;42.8;q31header;q31g;table;-;Concerns;Als u denkt aan de komende vier weken, hoe bezorgd bent u dan over het volgende?;Dat ik geen goede gezondheidszorg zal krijgen;Helemaal niet bezorgd, , , , Heel erg bezorgd;If you're thinking about the next four weeks, how worried are you?;That I will not get good health care;Not worried at all, , , , Very worried;TRUE;Categorical;
;43.1;q33header;q33a;table;-;Government Action;Vindt u dat de overheid te weinig of te veel maatregelen neemt om de coronavirus-crisis te bestrijden als het gaat om de volgende gebieden?;Het garant staan voor de medische zorg;Te weinig, Eerder te weinig dan te veel, Precies voldoende, Eerder te veel dan te weinig, Te veel;Do you think that the government is taking too few or too many measures to combat the coronavirus crisis in the following areas?;Guaranteeing medical care;Too little, Rather too little than too much, Exactly sufficient, Rather too much than too little, Too much;TRUE;Categorical;
;43.2;q33header;q33b;table;-;Government Action;Vindt u dat de overheid te weinig of te veel maatregelen neemt om de coronavirus-crisis te bestrijden als het gaat om de volgende gebieden?;Het beperken van de sociale contacten, bv. door het sluiten van openbare ruimtes en winkels;Te weinig, Eerder te weinig dan te veel, Precies voldoende, Eerder te veel dan te weinig, Te veel;Do you think that the government is taking too few or too many measures to combat the coronavirus crisis in the following areas?;Limiting social contacts, e.g. by closing public spaces and shops;Too little, Rather too little than too much, Exactly sufficient, Rather too much than too little, Too much;TRUE;Categorical;
;43.3;q33header;q33c;table;-;Government Action;Vindt u dat de overheid te weinig of te veel maatregelen neemt om de coronavirus-crisis te bestrijden als het gaat om de volgende gebieden?;Het beperken van de economische schade;Te weinig, Eerder te weinig dan te veel, Precies voldoende, Eerder te veel dan te weinig, Te veel;Do you think that the government is taking too few or too many measures to combat the coronavirus crisis in the following areas?;Reducing economic damage;Too little, Rather too little than too much, Exactly sufficient, Rather too much than too little, Too much;TRUE;Categorical;
;43.4;q33header;q33d;table;-;Government Action;Vindt u dat de overheid te weinig of te veel maatregelen neemt om de coronavirus-crisis te bestrijden als het gaat om de volgende gebieden?;Communicatie met de bevolking;Te weinig, Eerder te weinig dan te veel, Precies voldoende, Eerder te veel dan te weinig, Te veel;Do you think that the government is taking too few or too many measures to combat the coronavirus crisis in the following areas?;Communication with the population;Too little, Rather too little than too much, Exactly sufficient, Rather too much than too little, Too much;TRUE;Categorical;
;44.01;v0;;cat;-;School Aged Children in Household;Hebt u (gedeeltelijk) thuiswonende kinderen die op de basisschool of de middelbare school zitten?;;Ja ik heb een kind of kinderen op de basisschool, Ja ik heb een kind of kinderen op de middelbare school, Nee;Do you have (partially) home-housed children who are in primary or secondary school?;;Yes I have a child or children in elementary school, Yes I have a child or children in high school, No;TRUE;Categorical;
;44.02;v0a;;open;v0;Children in Primary School;Hoeveel van uw kinderen zitten op de basisschool?;;;How many of your children are in primary school?;;;;int;
;44.03;v0b;;open;v0;Children in Secondary School;Hoeveel van uw kinderen zitten op de middelbare school?;;;How many of your kids are in secondary school?;;;;int;
;44.04;v1_bo;v1_bo_kind1;grid;v0;Information Children Primary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Eerste kind op de basisschool;naam, geslacht, geboortejaar;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";First child in primary school;name, gender, birthyear;;int;
;44.05;v1_bo;v1_bo_kind2;grid;v0;Information Children Primary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Tweede kind op de basisschool;naam, geslacht, geboortejaar;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";Second child in primary school;name, gender, birthyear;;int;
;44.06;v1_bo;v1_bo_kind3;grid;v0;Information Children Primary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Derde kind op de basisschool;naam, geslacht, geboortejaar;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";Third child in primary school;name, gender, birthyear;;int;
;44.0700000000001;v1_bo;v1_bo_kind4;grid;v0;Information Children Primary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Vierde kind op de basisschool;naam, geslacht, geboortejaar;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";Fourth child in primary school;name, gender, birthyear;;int;
;44.0800000000001;v1_bo;v1_bo_kind5;grid;v0;Information Children Primary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Vijfde kind op de basisschool;naam, geslacht, geboortejaar;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";Fifth child in primary school;name, gender, birthyear;;int;
;44.0900000000001;v1_vo;v1_vo_kind1;grid;v0;Information Children Secondary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Eerste kind op de middelbare school;naam, geslacht, geboortejaar, niveau, klas;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";First child in secondary school;name, gender, birthyear, level, class;;int;
;44.1000000000001;v1_vo;v1_vo_kind2;grid;v0;Information Children Secondary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Tweede kind op de middelbare school;naam, geslacht, geboortejaar, niveau, klas;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";Second child in secondary school;name, gender, birthyear, level, class;;int;
