new_name;reference period other than survey period;label_english;L_CoronavirusImpact_wave3_3p.dta;L_CoronavirusImpact_4.0p.dta;L_CoronavirusImpact_3p.dta;question_group;type;categories_english;ordered
hrs_sec_child2_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_play_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_chores_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_vokind2_v2_col2_vokind2;;;v2_bokind;Int;;
hrs_sec_child3_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_vokind3_v2_col1_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_play_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_chores_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child3_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_vokind3_v2_col2_vokind3;;;v2_bokind;Int;;
hrs_sec_child4_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_vokind4_v2_col1_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_play_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_chores_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child4_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_vokind4_v2_col2_vokind4;;;v2_bokind;Int;;
hrs_sec_child5_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_vokind5_v2_col1_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_play_202002;202002;Number of (whole) hrs spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_chores_202002;202002;Number of (whole) hrs spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
hrs_sec_child5_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_vokind5_v2_col2_vokind5;;;v2_bokind;Int;;
spending_prim_child1_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind1_v3_col1_bokind1;;;v3_bokind;Int;;
spending_prim_child1_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_bokind1_v3_col1_bokind1;;;v3_bokind;Int;;
spending_prim_child1_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_bokind1_v3_col1_bokind1;;;v3_bokind;Int;;
spending_prim_child2_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind2_v3_col1_bokind2;;;v3_bokind;Int;;
spending_prim_child2_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_bokind2_v3_col1_bokind2;;;v3_bokind;Int;;
spending_prim_child2_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_bokind2_v3_col1_bokind2;;;v3_bokind;Int;;
spending_prim_child3_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind3_v3_col1_bokind3;;;v3_bokind;Int;;
spending_prim_child3_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_bokind3_v3_col1_bokind3;;;v3_bokind;Int;;
spending_prim_child3_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_bokind3_v3_col1_bokind3;;;v3_bokind;Int;;
spending_prim_child4_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind4_v3_col1_bokind4;;;v3_bokind;Int;;
spending_prim_child4_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_bokind4_v3_col1_bokind4;;;v3_bokind;Int;;
spending_prim_child4_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_bokind4_v3_col1_bokind4;;;v3_bokind;Int;;
spending_prim_child5_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind5_v3_col1_bokind5;;;v3_bokind;Int;;
spending_prim_child5_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_bokind5_v3_col1_bokind5;;;v3_bokind;Int;;
spending_prim_child5_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_bokind5_v3_col1_bokind5;;;v3_bokind;Int;;
spending_prim_child1_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind1_v3_col2_bokind1;;;v3_bokind;Int;;
spending_prim_child1_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_bokind1_v3_col2_bokind1;;;v3_bokind;Int;;
spending_prim_child1_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_bokind1_v3_col2_bokind1;;;v3_bokind;Int;;
spending_prim_child2_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind2_v3_col2_bokind2;;;v3_bokind;Int;;
spending_prim_child2_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_bokind2_v3_col2_bokind2;;;v3_bokind;Int;;
spending_prim_child2_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_bokind2_v3_col2_bokind2;;;v3_bokind;Int;;
spending_prim_child3_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind3_v3_col2_bokind3;;;v3_bokind;Int;;
spending_prim_child3_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_bokind3_v3_col2_bokind3;;;v3_bokind;Int;;
spending_prim_child3_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_bokind3_v3_col2_bokind3;;;v3_bokind;Int;;
spending_prim_child4_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind4_v3_col2_bokind4;;;v3_bokind;Int;;
spending_prim_child4_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_bokind4_v3_col2_bokind4;;;v3_bokind;Int;;
spending_prim_child4_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_bokind4_v3_col2_bokind4;;;v3_bokind;Int;;
spending_prim_child5_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_bokind5_v3_col2_bokind5;;;v3_bokind;Int;;
spending_prim_child5_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_bokind5_v3_col2_bokind5;;;v3_bokind;Int;;
spending_prim_child5_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_bokind5_v3_col2_bokind5;;;v3_bokind;Int;;
spending_sec_child1_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind1_v3_col1_vokind1;;;v3_bokind;Int;;
spending_sec_child1_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_vokind1_v3_col1_vokind1;;;v3_bokind;Int;;
spending_sec_child1_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_vokind1_v3_col1_vokind1;;;v3_bokind;Int;;
spending_sec_child2_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind2_v3_col1_vokind2;;;v3_bokind;Int;;
spending_sec_child2_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_vokind2_v3_col1_vokind2;;;v3_bokind;Int;;
spending_sec_child2_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_vokind2_v3_col1_vokind2;;;v3_bokind;Int;;
spending_sec_child3_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind3_v3_col1_vokind3;;;v3_bokind;Int;;
spending_sec_child3_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_vokind3_v3_col1_vokind3;;;v3_bokind;Int;;
spending_sec_child3_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_vokind3_v3_col1_vokind3;;;v3_bokind;Int;;
spending_sec_child4_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind4_v3_col1_vokind4;;;v3_bokind;Int;;
spending_sec_child4_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_vokind4_v3_col1_vokind4;;;v3_bokind;Int;;
spending_sec_child4_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_vokind4_v3_col1_vokind4;;;v3_bokind;Int;;
spending_sec_child5_books;;How much did you spend on the following things for your child in April (when the school was closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind5_v3_col1_vokind5;;;v3_bokind;Int;;
spending_sec_child5_toys;;How much did you spend on the following things for your child in April (when the school was closed)? Toys with an educational character;v3b_vokind5_v3_col1_vokind5;;;v3_bokind;Int;;
spending_sec_child5_tutoring;;How much did you spend on the following things for your child in April (when the school was closed)? Tutoring (also online);v3c_vokind5_v3_col1_vokind5;;;v3_bokind;Int;;
spending_sec_child1_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind1_v3_col2_vokind1;;;v3_bokind;Int;;
spending_sec_child1_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_vokind1_v3_col2_vokind1;;;v3_bokind;Int;;
spending_sec_child1_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_vokind1_v3_col2_vokind1;;;v3_bokind;Int;;
spending_sec_child2_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind2_v3_col2_vokind2;;;v3_bokind;Int;;
spending_sec_child2_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_vokind2_v3_col2_vokind2;;;v3_bokind;Int;;
spending_sec_child2_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_vokind2_v3_col2_vokind2;;;v3_bokind;Int;;
spending_sec_child3_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind3_v3_col2_vokind3;;;v3_bokind;Int;;
spending_sec_child3_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_vokind3_v3_col2_vokind3;;;v3_bokind;Int;;
spending_sec_child3_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_vokind3_v3_col2_vokind3;;;v3_bokind;Int;;
spending_sec_child4_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind4_v3_col2_vokind4;;;v3_bokind;Int;;
spending_sec_child4_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_vokind4_v3_col2_vokind4;;;v3_bokind;Int;;
spending_sec_child4_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_vokind4_v3_col2_vokind4;;;v3_bokind;Int;;
spending_sec_child5_books_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Books (also e-books and audiobooks, but no schoolbooks);v3a_vokind5_v3_col2_vokind5;;;v3_bokind;Int;;
spending_sec_child5_toys_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Toys with an educational character;v3b_vokind5_v3_col2_vokind5;;;v3_bokind;Int;;
spending_sec_child5_tutoring_202002;202002;How much did you spend on the following things for your child in February (before the school closed)? Tutoring (also online);v3c_vokind5_v3_col2_vokind5;;;v3_bokind;Int;;
support_go_uni_prim_child1;;If I spend more time supporting the child in school work, the chance that the child will go to university is greater. ;v4a_bokind1;;;v4_bokind;Categorical;Strongly disagree, Disagree, Neither disagree nor agree, Agree, Strongly agree;True
material_go_uni_prim_child1;;If I spend more money on educational material (eg books, educational games, tutoring, etc.) for a child, the chances of a child going to university are higher.;v4b_bokind1;;;v4_bokind;Categorical;Strongly disagree, Disagree, Neither disagree nor agree, Agree, Strongly agree;True
school_earn_well_prim_child1;;If I spend more time supporting child in school work, the chances are that he will earn a salary that is above average by the age of 30.;v4c_bokind1;;;v4_bokind;Categorical;Strongly disagree, Disagree, Neither disagree nor agree, Agree, Strongly agree;True
material_earn_well_prim_child1;;If I spend more money on educational materials (eg books, educational games, tutoring, etc.) for a child, the chances are that he will earn a salary that is above average by the age of 30.;v4d_bokind1;;;v4_bokind;Categorical;Strongly disagree, Disagree, Neither disagree nor agree, Agree, Strongly agree;True
support_go_uni_prim_child2;;If I spend more time supporting the child in school work, the chance that the child will go to university is greater. ;v4a_bokind2;;;v4_bokind;Categorical;Strongly disagree, Disagree, Neither disagree nor agree, Agree, Strongly agree;True
material_go_uni_prim_child2;;If I spend more money on educational material (eg books, educational games, tutoring, etc.) for a child, the chances of a child going to university are higher.;v4b_bokind2;;;v4_bokind;Categorical;Strongly disagree, Disagree, Neither disagree nor agree, Agree, Strongly agree;True
support_earn_well_prim_child2;;If I spend more time supporting child in school work, the chances are that he will earn a salary that is above average by the age of 30.;v4c_bokind2;;;v4_bokind;Categorical;Strongly disagree, Disagree, Neither disagree nor agree, Agree, Strongly agree;True
