page;id;qid;layout;filter;group;question_dutch;subquestion_dutch;question_english;subquestion_english;type;categories_dutch;categories_english
47.05;v3_bokind1__5;v3_bokind;multi;v2_bokind;Reasons No School Attendance;"Waarom ging kind vorige week niet naar de basisschool?
Meerdere antwoorden mogelijk.";Iemand in het huishouden heeft griepachtige klachten/heeft het coronavirus, dus iedereen in het huishouden moet thuis blijven;"Why didn't child go to primary school last week?
Multiple answers possible.";Someone in the household has flu-like symptoms / has the coronavirus, so everyone in the household should stay at home;bool;;
47.0600000000001;v3_bokind1__6;v3_bokind;multi;v2_bokind;Reasons No School Attendance;"Waarom ging kind vorige week niet naar de basisschool?
Meerdere antwoorden mogelijk.";anders, namelijk...;"Why didn't child go to primary school last week?
Multiple answers possible.";otherwise, namely...;bool;;
48;v4_bokind1;v4_bokind;cat;v0a;Attendance Out-of-School Care;Is Kind afgelopen week naar de buitenschoolse opvang gegaan?;;Did Child go to out-of-school care last week?;;bool;Ja, Nee;Yes, No
49.01;v5_bokind1__1;v5_bokind;multi;v4_bokind;Reasons No Out-of-School Care;Waarom ging kind vorige week niet naar de buitenschoolse opvang? Meerdere antwoorden mogelijk.;Kind was ziek;Why didn't the child go to out-of-school care last week? Multiple answers possible.;Child was sick;bool;;
49.02;v5_bokind1__2;v5_bokind;multi;v4_bokind;Reasons No Out-of-School Care;Waarom ging kind vorige week niet naar de buitenschoolse opvang? Meerdere antwoorden mogelijk.;Ik ben bang dat kind besmet wordt met het coronavirus en ziek wordt;Why didn't the child go to out-of-school care last week? Multiple answers possible.;I am afraid that the child will be infected with the coronavirus and become ill;bool;;
49.03;v5_bokind1__3;v5_bokind;multi;v4_bokind;Reasons No Out-of-School Care;Waarom ging kind vorige week niet naar de buitenschoolse opvang? Meerdere antwoorden mogelijk.;Ik ben bang dat doordat kind naar de opvang gaat, iemand anders in het huishouden besmet wordt en ziek wordt;Why didn't the child go to out-of-school care last week? Multiple answers possible.;I am afraid that because the child goes to daycare, someone else in the household becomes infected and becomes ill;bool;;
49.04;v5_bokind1__4;v5_bokind;multi;v4_bokind;Reasons No Out-of-School Care;Waarom ging kind vorige week niet naar de buitenschoolse opvang? Meerdere antwoorden mogelijk.;Iemand in het huishouden heeft griepachtige klachten/heeft het coronavirus, dus iedereen in het huishouden moet thuis blijven;Why didn't the child go to out-of-school care last week? Multiple answers possible.;Someone in the household has flu-like symptoms / has the coronavirus, so everyone should stay at home in the household;bool;;
49.05;v5_bokind1__5;v5_bokind;multi;v4_bokind;Reasons No Out-of-School Care;Waarom ging kind vorige week niet naar de buitenschoolse opvang? Meerdere antwoorden mogelijk.;de buitenschoolse opvang is nog niet open;Why didn't the child go to out-of-school care last week? Multiple answers possible.;out-of-school care is not yet open;bool;;
49.06;v5_bokind1__6;v5_bokind;multi;v4_bokind;Reasons No Out-of-School Care;Waarom ging kind vorige week niet naar de buitenschoolse opvang? Meerdere antwoorden mogelijk.;er is geen plek op de buitenschoolse opvang;Why didn't the child go to out-of-school care last week? Multiple answers possible.;there is no place for out-of-school care;bool;;
49.0700000000001;v5_bokind1__7;v5_bokind;multi;v4_bokind;Reasons No Out-of-School Care;Waarom ging kind vorige week niet naar de buitenschoolse opvang? Meerdere antwoorden mogelijk.;we maken voor kind geen gebruik van de buitenschoolse opvang;Why didn't the child go to out-of-school care last week? Multiple answers possible.;we do not use out-of-school care for children;bool;;
49.0800000000001;v5_bokind1__9;v5_bokind;multi;v4_bokind;Reasons No Out-of-School Care;Waarom ging kind vorige week niet naar de buitenschoolse opvang? Meerdere antwoorden mogelijk.;anders, namelijk...;Why didn't the child go to out-of-school care last week? Multiple answers possible.;otherwise, namely...;bool;;
66;v2_vokind1;v2_vokind_cat;cat;v0b;Attendance Kindergarden;Zat kind op het kinderdagverblijf of bij een gastouder voor de uitbraak van het coronavirus?;;Was the child in a kindergarden or with a childminder before the coronavirus outbreak?;;bool;Ja, Nee;Yes, No
67.01;v2_ma_vokind1_start;v2_vokind;grid;v0b;Times Attendance Kindergarden;Op welke dagen ging kind in de afgelopen week naar het kinderdagverblijf of naar de gastouder? En van hoe laat tot hoe laat?;Maandag;On what days did the child go to the kindergarden or the childminder in the past week? And from what time to what time?;Monday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
67.02;v2_di_vokind1_start;v2_vokind;grid;v0b;Times Attendance Kindergarden;Op welke dagen ging kind in de afgelopen week naar het kinderdagverblijf of naar de gastouder? En van hoe laat tot hoe laat?;Dinsdag;On what days did the child go to the kindergarden or the childminder in the past week? And from what time to what time?;Tuesday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
67.03;v2_wo_vokind1_start;v2_vokind;grid;v0b;Times Attendance Kindergarden;Op welke dagen ging kind in de afgelopen week naar het kinderdagverblijf of naar de gastouder? En van hoe laat tot hoe laat?;Woensdag;On what days did the child go to the kindergarden or the childminder in the past week? And from what time to what time?;Wednesday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
67.04;v2_do_vokind1_start;v2_vokind;grid;v0b;Times Attendance Kindergarden;Op welke dagen ging kind in de afgelopen week naar het kinderdagverblijf of naar de gastouder? En van hoe laat tot hoe laat?;Donderdag;On what days did the child go to the kindergarden or the childminder in the past week? And from what time to what time?;Thursday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
67.05;v2_vr_vokind1_start;v2_vokind;grid;v0b;Times Attendance Kindergarden;Op welke dagen ging kind in de afgelopen week naar het kinderdagverblijf of naar de gastouder? En van hoe laat tot hoe laat?;Vrijdag;On what days did the child go to the kindergarden or the childminder in the past week? And from what time to what time?;Friday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
68.01;v3_vokind1__1;v3_vokind;multi;v2_vokind;Reasons no Kindergarden Attendance;Waarom ging kind niet naar het kinderdagverblijf of naar de gastouder? Meerdere antwoorden mogelijk.;Kind was ziek;"Why didn't the child go to the nursery or the childminder?
Multiple answers possible..";Child was sick;bool;;
68.02;v3_vokind1__2;v3_vokind;multi;v2_vokind;Reasons no Kindergarden Attendance;"Waarom ging kind niet naar het kinderdagverblijf of naar de gastouder? 
Meerdere antwoorden mogelijk.";Ik ben bang dat kind besmet wordt met het coronavirus en ziek wordt;"Why didn't the child go to the nursery or the childminder?
Multiple answers possible..";I'm afraid that child gets infected with the coronavirus and gets sick;bool;;
68.03;v3_vokind1__3;v3_vokind;multi;v2_vokind;Reasons no Kindergarden Attendance;"Waarom ging kind niet naar het kinderdagverblijf of naar de gastouder? 
Meerdere antwoorden mogelijk.";Ik ben bang dat doordat kind naar de opvang of gastouder gaat, iemand anders in het huishouden besmet wordt en ziek wordt;"Why didn't the child go to the nursery or the childminder?
Multiple answers possible..";I am afraid that because child goes to the daycare or childminder, someone else in the household gets infected and gets sick;bool;;
68.04;v3_vokind1__4;v3_vokind;multi;v2_vokind;Reasons no Kindergarden Attendance;"Waarom ging kind niet naar het kinderdagverblijf of naar de gastouder? 
Meerdere antwoorden mogelijk.";Iemand in het huishouden heeft griepachtige klachten/heeft het coronavirus, dus iedereen in het huishouden moet thuis blijven;"Why didn't the child go to the nursery or the childminder?
Multiple answers possible..";Someone in the household has flu-like symptoms / has the coronavirus, so everyone in the household should stay at home;bool;;
68.05;v3_vokind1__5;v3_vokind;multi;v2_vokind;Reasons no Kindergarden Attendance;"Waarom ging kind niet naar het kinderdagverblijf of naar de gastouder? 
Meerdere antwoorden mogelijk.";de buitenschoolse opvang is nog niet open, we kunnen nog niet terecht bij de gastouder;"Why didn't the child go to the nursery or the childminder?
Multiple answers possible..";after-school care is not yet open, we cannot yet contact the childminder;bool;;
68.06;v3_vokind1__6;v3_vokind;multi;v2_vokind;Reasons no Kindergarden Attendance;"Waarom ging kind niet naar het kinderdagverblijf of naar de gastouder? 
Meerdere antwoorden mogelijk.";er is geen plek op de kinderdagopvang of bij de gastouder;"Why didn't the child go to the nursery or the childminder?
Multiple answers possible..";there is no place at the daycare or with the childminder;bool;;
68.07;v3_vokind1__7;v3_vokind;multi;v2_vokind;Reasons no Kindergarden Attendance;"Waarom ging kind niet naar het kinderdagverblijf of naar de gastouder? 
Meerdere antwoorden mogelijk.";we maken voor kind geen gebruik van het kinderdagverblijf of een gastouder;"Why didn't the child go to the nursery or the childminder?
Multiple answers possible..";we make for child not use the nursery or a childminder;bool;;
68.0799999999999;v3_vokind1__8;v3_vokind;multi;v2_vokind;Reasons no Kindergarden Attendance;"Waarom ging kind niet naar het kinderdagverblijf of naar de gastouder? 
Meerdere antwoorden mogelijk.";anders, namelijk...;"Why didn't the child go to the nursery or the childminder?
Multiple answers possible..";otherwise, namely...;bool;;
;nomem_encr;-;;;;;;;;float;;
;maandnr;-;;;;;;;;Int;;
;eva2t1;-;;;;;;;;Categorical;;
;eva2t2;-;;;;;;;;Categorical;;
;eva2t3;-;;;;;;;;Categorical;;
;eva2t4;-;;;;;;;;Categorical;;
;eva2t5;-;;;;;;;;Categorical;;
;opm;opm;;;;;;;;;;
;evaopm;-;;;;;;;;str;;
;DatumB;-;;;;;;;;;;
;TijdB;-;;;;;;;;;;
;DatumE;-;;;;;;;;;;
;TijdE;-;;;;;;;;;;
;duur;-;;;;;;;;;;
;nohouse_encr;-;;;;;;;;;;
;geslacht;-;;;;;;;;Categorical;;
;positie;-;;;;;;;;Categorical;;
;gebjaar;-;;;;;;;;Int;;
;leeftijd;-;;;;;;;;float;;
;lftdcat;-;;;;;;;;Categorical;;
;lftdhhh;-;;;;;;;;Int;;
;aantalhh;-;;;;;;;;Categorical;;
;aantalki;-;;;;;;;;Categorical;;
;partner;-;;;;;;;;bool;;
;burgstat;-;;;;;;;;Categorical;;
;woonvorm;-;;;;;;;;Categorical;;
;woning;-;;;;;;;;Categorical;;
;sted;-;;;;;;;;Categorical;;
;belbezig;-;;;;;;;;Categorical;;
;brutoink;-;;;;;;;;Categorical;;
;brutoink_f;-;;;;;;;;Categorical;;
;nettoink;-;;;;;;;;Categorical;;
;netinc;-;;;;;;;;Int;;
;nettoink_f;-;;;;;;;;Int;;
;brutocat;-;;;;;;;;Categorical;;
;nettocat;-;;;;;;;;Categorical;;
;brutohh_f;-;;;;;;;;float;;
;nettohh_f;-;;;;;;;;float;;
;oplzon;-;;;;;;;;Categorical;;
;oplmet;-;;;;;;;;Categorical;;
;oplcat;-;;;;;;;;Categorical;;
;p_aantalhh;-;;;;;;;;;;
;account;-;;;;;;;;bool;;
